,fold,grid_fold,lon,lat,date,tile_file,ref_1,ref_2,ref_3,ref_4,ref_5,ref_6,ref_7,ref_10,ref_11,Rainf_f_tavg,SWdown_f_tavg,Tair_f_tavg,grassland_pasture,corn,soybean,deciduous_forest,evergreen_forest,developed_open_space,woody_wetlands,open_water,alfalfa,developed_low_intensity,developed_med_intensity,missing_reflectance,SIF,num_soundings,coarse_sif,fraction_valid
863,1,2,-88.33498010829527,40.018769783409425,2016-06-15,../data/tiles/input_tile_lat_40.00799_lon_-88.34037_2016-06-15.npy,395.2569885253906,404.09161376953125,630.7150268554688,481.6030578613281,3232.66162109375,2359.208740234375,1362.7200927734375,2991.221435546875,2964.646240234375,3.9836668292991824e-05,297.3387756347656,296.6668395996094,0.0,0.12722645699977875,0.8702290058135986,0.0,0.0,0.0025445292703807354,0.0,0.0,0.0,0.0,0.0,0.0,0.6023390964138844,7017.0,0.7104835304690579,0.9825000166893004
864,1,2,-88.32959021659056,40.018769783409425,2016-06-15,../data/tiles/input_tile_lat_40.00799_lon_-88.34037_2016-06-15.npy,224.7233428955078,262.52792358398443,524.5304565429689,348.06597900390625,3830.144775390625,1734.505126953125,796.6015014648438,2984.469482421875,2959.4619140625,3.9953341911314055e-05,297.2975769042969,296.6624450683594,0.1878172606229782,0.5406091213226318,0.09898477047681807,0.0,0.0,0.0964467003941536,0.0,0.0,0.0,0.027918782085180286,0.0,0.0,0.6500368812195236,10563.0,0.7104835304690579,0.9850000143051147
865,1,2,-88.35114978340944,40.013379891704716,2016-06-15,../data/tiles/input_tile_lat_40.00799_lon_-88.34037_2016-06-15.npy,233.6365966796875,264.7142944335937,505.48870849609375,335.19049072265625,4088.849609375,1681.0576171875,768.8646850585938,2979.085205078125,2955.849609375,3.916810237569735e-05,297.4459533691406,296.6852111816406,0.08020050078630447,0.5538846850395203,0.2005012482404709,0.002506265649572015,0.0,0.07268170267343521,0.0,0.0,0.0,0.0827067643404007,0.0,0.0,0.8061579542622981,9853.0,0.7104835304690579,0.9975000023841858
866,1,2,-88.34575989170472,40.013379891704716,2016-06-15,../data/tiles/input_tile_lat_40.00799_lon_-88.34037_2016-06-15.npy,383.0552673339844,430.5052490234375,712.9841918945312,635.810546875,3434.3447265625,2500.13427734375,1457.3131103515625,2993.578857421875,2966.265869140625,3.931855826522224e-05,297.4085388183594,296.68072509765625,0.11315789818763733,0.25,0.628947377204895,0.0,0.0,0.00789473671466112,0.0,0.0,0.0,0.0,0.0,0.0,0.5660820392146115,6214.0,0.7104835304690579,0.9499999880790709
867,1,2,-88.34037,40.013379891704716,2016-06-15,../data/tiles/input_tile_lat_40.00799_lon_-88.34037_2016-06-15.npy,322.1822814941406,351.84051513671875,573.678466796875,478.7316589355469,3681.757080078125,2034.48095703125,1103.088623046875,2986.98486328125,2962.086181640625,3.9441514672944315e-05,297.36822509765625,296.6771240234375,0.0,0.6784810423851013,0.30886074900627136,0.0,0.0,0.012658228166401386,0.0,0.0,0.0,0.0,0.0,0.0,0.5650618744407513,8924.0,0.7104835304690579,0.9875000119209291
868,1,2,-88.33498010829527,40.013379891704716,2016-06-15,../data/tiles/input_tile_lat_40.00799_lon_-88.34037_2016-06-15.npy,476.2210998535156,507.577880859375,767.5050048828125,684.6181030273438,2985.140625,2803.198486328125,1795.1708984375,3004.01513671875,2975.251220703125,3.956050568376668e-05,297.3275451660156,296.67169189453125,0.0,0.02010050229728222,0.9698492288589478,0.0,0.0,0.01005025114864111,0.0,0.0,0.0,0.0,0.0,0.0,0.4947769989744936,11563.0,0.7104835304690579,0.9950000047683716
869,1,2,-88.32959021659056,40.013379891704716,2016-06-15,../data/tiles/input_tile_lat_40.00799_lon_-88.34037_2016-06-15.npy,407.3576965332031,458.4357604980469,725.5189208984375,666.9672241210938,3276.581787109375,2637.4482421875,1617.2493896484375,3002.55908203125,2973.20654296875,3.967874727095477e-05,297.28680419921875,296.6683349609375,0.032745592296123505,0.2695214152336121,0.6221662759780884,0.0,0.0,0.05541561543941498,0.0,0.0,0.0,0.015113350003957747,0.0,0.0,0.5402301713260946,11552.0,0.7104835304690579,0.9925000071525574
870,1,2,-88.35114978340944,40.00799,2016-06-15,../data/tiles/input_tile_lat_40.00799_lon_-88.34037_2016-06-15.npy,219.7700042724609,261.822509765625,516.2750244140625,360.11248779296875,3625.659912109375,1646.114990234375,825.467529296875,2979.72509765625,2955.732421875,3.888677019858733e-05,297.4326477050781,296.6900329589844,0.009999999776482582,0.6924999952316284,0.1599999964237213,0.0,0.0,0.02500000037252903,0.0,0.0,0.0,0.11249999701976776,0.0,0.0,0.6512788999584849,10074.0,0.7104835304690579,1.0
871,1,2,-88.34575989170472,40.00799,2016-06-15,../data/tiles/input_tile_lat_40.00799_lon_-88.34037_2016-06-15.npy,422.1035461425781,475.46466064453125,779.6287841796875,656.4318237304688,3922.757568359375,2553.537841796875,1554.8333740234375,2990.798095703125,2962.684326171875,3.903626566170715e-05,297.39630126953125,296.6861877441406,0.0,0.3510101139545441,0.6060606241226196,0.0,0.0,0.02272727340459824,0.0,0.0,0.0,0.020202020183205605,0.0,0.0,0.5652927484217852,9886.0,0.7104835304690579,0.9900000095367432
872,1,2,-88.34037,40.00799,2016-06-15,../data/tiles/input_tile_lat_40.00799_lon_-88.34037_2016-06-15.npy,308.738037109375,315.6070556640625,504.8211669921875,341.214111328125,3471.133544921875,1751.5364990234375,901.3853759765624,2980.9169921875,2957.04541015625,3.9159254811238504e-05,297.3562927246094,296.68194580078125,0.0,0.7204030156135559,0.23173803091049194,0.0,0.0,0.017632242292165756,0.0,0.0,0.0,0.030226700007915493,0.0,0.0,0.585806840809635,10644.0,0.7104835304690579,0.9925000071525574
873,1,2,-88.33498010829527,40.00799,2016-06-15,../data/tiles/input_tile_lat_40.00799_lon_-88.34037_2016-06-15.npy,248.66331481933597,263.88189697265625,483.560302734375,269.060302734375,4444.54248046875,1640.2010498046875,650.5125732421875,2973.505126953125,2950.83154296875,3.9282494981307536e-05,297.3161926269531,296.6779479980469,0.0,0.9321607947349548,0.0,0.02010050229728222,0.0,0.02512562833726406,0.0,0.0,0.0,0.02261306531727314,0.0,0.0,0.7418116514574367,13082.0,0.7104835304690579,0.9950000047683716
874,1,2,-88.32959021659056,40.00799,2016-06-15,../data/tiles/input_tile_lat_40.00799_lon_-88.34037_2016-06-15.npy,213.3625030517578,232.75750732421875,453.3525085449219,250.7700042724609,4604.0,1561.217529296875,618.7374877929688,2975.37744140625,2951.97509765625,3.940483657061121e-05,297.2762145996094,296.6732177734375,0.054999999701976776,0.8550000190734863,0.002499999944120645,0.0,0.0,0.03500000014901161,0.0,0.0,0.0,0.05249999836087227,0.0,0.0,0.8234756134038709,17757.0,0.7104835304690579,1.0
876,1,2,-88.34575989170472,40.00260010829528,2016-06-15,../data/tiles/input_tile_lat_40.00799_lon_-88.34037_2016-06-15.npy,250.0132598876953,255.75331115722656,473.8408508300781,250.9575653076172,4637.34228515625,1642.5623779296875,636.4854125976562,2974.891357421875,2952.365966796875,3.8758491427870474e-05,297.38311767578125,296.6919250488281,0.02652519941329956,0.9708222746849059,0.0026525198481976986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564407485075995,8400.0,0.7104835304690579,0.9424999952316284
877,1,2,-88.34037,40.00260010829528,2016-06-15,../data/tiles/input_tile_lat_40.00799_lon_-88.34037_2016-06-15.npy,238.2400054931641,244.21749877929688,453.9400024414063,230.1374969482422,4286.45263671875,1523.7900390625,587.4375,2971.577392578125,2949.232421875,3.887910133926198e-05,297.3443603515625,296.68682861328125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7835070384214435,12680.0,0.7104835304690579,1.0
878,1,2,-88.33498010829527,40.00260010829528,2016-06-15,../data/tiles/input_tile_lat_40.00799_lon_-88.34037_2016-06-15.npy,212.33155822753903,246.8196258544922,513.06103515625,282.83819580078125,4588.21240234375,1592.9947509765625,621.4191284179688,2969.0556640625,2946.365966796875,3.9010064938338473e-05,297.3049621582031,296.68341064453125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8478524729118223,7444.0,0.7104835304690579,0.9424999952316284
879,1,2,-88.32959021659056,40.00260010829528,2016-06-15,../data/tiles/input_tile_lat_40.00799_lon_-88.34037_2016-06-15.npy,201.44081115722656,209.4685211181641,389.3601989746094,195.5843811035156,4751.1689453125,1417.8438720703125,517.959716796875,2969.639892578125,2947.690185546875,3.9131522498792044e-05,297.2655944824219,296.6786193847656,0.0,0.9294710159301758,0.0,0.0,0.0,0.04030226543545723,0.0,0.0,0.0,0.030226700007915493,0.0,0.0,0.9189338730601192,11365.0,0.7104835304690579,0.9925000071525574
881,1,2,-88.34575989170472,39.997210216590574,2016-06-15,../data/tiles/input_tile_lat_40.00799_lon_-88.34037_2016-06-15.npy,350.5417785644531,360.17974853515625,616.5999755859375,409.45062255859375,3893.268310546875,2125.427734375,1082.8101806640623,2983.154541015625,2959.66064453125,3.846808976959437e-05,297.3708190917969,296.6965637207031,0.04303797334432602,0.2860759496688843,0.607594907283783,0.0,0.0,0.040506329387426376,0.0,0.0,0.0,0.02278481051325798,0.0,0.0,0.7034708786688545,8567.0,0.7104835304690579,0.9875000119209291
882,1,2,-88.34037,39.997210216590574,2016-06-15,../data/tiles/input_tile_lat_40.00799_lon_-88.34037_2016-06-15.npy,235.1150054931641,250.2324981689453,477.6400146484375,259.5599975585937,4513.24755859375,1548.6624755859375,615.532470703125,2972.659912109375,2950.262451171875,3.859757271129638e-05,297.3323059082031,296.6932678222656,0.0,0.8949999809265137,0.03500000014901161,0.0,0.0,0.032499998807907104,0.0,0.0,0.002499999944120645,0.027499999850988388,0.0,0.0,0.8546456463535022,10473.0,0.7104835304690579,1.0
883,1,2,-88.33498010829527,39.997210216590574,2016-06-15,../data/tiles/input_tile_lat_40.00799_lon_-88.34037_2016-06-15.npy,268.2948608398437,289.9076843261719,522.7615356445311,315.70770263671875,4180.04638671875,1602.2744140625,711.1846313476562,2970.220458984375,2947.487060546875,3.872667730320245e-05,297.2934875488281,296.68829345703125,0.007692307699471712,0.6871795058250427,0.2461538463830948,0.0,0.0,0.028205128386616707,0.0,0.0,0.0,0.025641025975346562,0.0051282052882015705,0.0,0.8411475453275796,8597.0,0.7104835304690579,0.975000023841858
884,1,2,-88.32959021659056,39.997210216590574,2016-06-15,../data/tiles/input_tile_lat_40.00799_lon_-88.34037_2016-06-15.npy,233.2948760986328,267.13589477539057,506.80767822265625,324.6051330566406,4509.6796875,1673.34619140625,736.46923828125,2973.51025390625,2950.41015625,3.885489422827959e-05,297.2550964355469,296.6851806640625,0.0615384615957737,0.7666666507720947,0.0615384615957737,0.0,0.0,0.06410256773233414,0.0,0.0,0.0,0.04615384712815285,0.0,0.0,0.7786813477402201,9001.0,0.7104835304690579,0.975000023841858
1148,0,2,-90.01662989170471,40.676340108295285,2016-06-15,../data/tiles/input_tile_lat_40.68173_lon_-90.01124_2016-06-15.npy,438.97796630859375,521.358154296875,825.9201049804688,894.6473999023438,3276.958740234375,3090.843017578125,1965.465576171875,3040.195556640625,3013.071533203125,2.9613149308715947e-05,307.4241027832031,296.7945861816406,0.00826446246355772,0.3168044090270996,0.6666666865348816,0.00826446246355772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6217164300790077,6309.0,0.6411667134269715,0.9075000286102296
1418,0,2,-91.33714989170471,41.161430108295285,2016-06-15,../data/tiles/input_tile_lat_41.16682_lon_-91.33176_2016-06-15.npy,228.7583312988281,316.6138916015625,668.8333129882812,563.9138793945312,3397.513916015625,2175.23046875,1096.138916015625,2950.244384765625,2920.469482421875,2.2383968826034106e-05,308.5113525390625,296.8253173828125,0.35555556416511536,0.3916666805744171,0.16944444179534912,0.02500000037252903,0.0,0.0555555559694767,0.0,0.0,0.002777777845039964,0.0,0.0,0.0,0.4818803288035367,6295.0,0.5515893988146884,0.8999999761581421
1425,0,2,-91.32098021659056,41.15604021659057,2016-06-15,../data/tiles/input_tile_lat_41.16682_lon_-91.33176_2016-06-15.npy,206.9029693603516,286.8786926269531,624.4501342773438,502.24798583984375,3784.369384765625,2116.85986328125,1011.6495971679688,2953.24267578125,2924.80859375,2.2107016775407832e-05,308.6956787109375,296.84637451171875,0.09433962404727936,0.12398921698331833,0.4420485198497772,0.2695417702198029,0.0,0.0,0.002695417730137706,0.0,0.05390835553407669,0.0,0.0,0.0,0.5390556765024339,6169.0,0.5515893988146884,0.9275000095367432
1675,0,2,-91.26168978340944,41.134480108295286,2016-06-15,../data/tiles/input_tile_lat_41.13987_lon_-91.25091_2016-06-15.npy,215.48626708984372,301.8544006347656,668.3021850585938,520.5,3858.115478515625,2194.6015625,1039.2197265625,2954.060546875,2928.541259765625,2.10223370231688e-05,309.3008117675781,296.9119873046875,0.4670329689979553,0.04945055022835732,0.3818681240081787,0.046703297644853585,0.0,0.02197802253067493,0.0027472528163343672,0.0,0.0054945056326687345,0.02197802253067493,0.0,0.0,0.6781588663121118,5476.0,0.6374537959297862,0.9100000262260436
1718,3,0,-90.53945021659055,41.253059891704716,2016-06-15,../data/tiles/input_tile_lat_41.24767_lon_-90.55023_2016-06-15.npy,134.56817626953122,209.92677307128903,501.1262512207031,336.4217224121094,3796.29541015625,1638.08837890625,671.7600708007812,2933.396484375,2908.798095703125,3.1881241739029065e-05,308.21514892578125,296.2760009765625,0.020202020183205605,0.9065656661987304,0.005050505045801401,0.0,0.0,0.05303030461072922,0.0,0.0,0.0,0.01515151560306549,0.0,0.0,0.6577257436813697,2440.0,0.6357137272754045,0.9900000095367432
1983,1,2,-89.83336978340944,40.60626989170471,2016-06-15,../data/tiles/input_tile_lat_40.60088_lon_-89.82259_2016-06-15.npy,205.12200927734372,240.7002716064453,518.3846435546875,370.5782470703125,3919.77978515625,1763.763916015625,796.450927734375,3015.286376953125,2991.94970703125,2.493163810868282e-05,307.1448059082031,297.0198974609375,0.0663129985332489,0.0026525198481976986,0.005305039696395397,0.9257294535636902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.549131641776103,6799.0,0.5440483304787215,0.9424999952316284
2200,4,1,-93.66558021659056,42.104660108295285,2016-06-15,../data/tiles/input_tile_lat_42.11005_lon_-93.67636_2016-06-15.npy,304.3204345703125,346.3204345703125,592.6160278320312,502.0580139160156,3172.43359375,2093.124267578125,1303.914306640625,3040.279052734375,3009.384033203125,2.4816510631353594e-05,292.71112060546875,295.8793029785156,0.0027624310459941626,0.6685082912445068,0.09944751113653184,0.0,0.0,0.09392265230417253,0.0,0.0,0.1325966864824295,0.0,0.0,0.0,0.5001023420652915,4031.0,0.4290448895241311,0.9049999713897704
2202,4,1,-93.66558021659056,42.09927021659057,2016-06-15,../data/tiles/input_tile_lat_42.11005_lon_-93.67636_2016-06-15.npy,262.9296875,284.9713439941406,486.6354064941406,348.875,3295.838623046875,1948.3697509765625,1095.9088134765623,3032.268310546875,3001.770751953125,2.4809278329485096e-05,292.6799621582031,295.8876647949219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6519565307926696,4693.0,0.4290448895241311,0.959999978542328
2220,3,0,-93.29907,42.39031978340944,2016-06-15,../data/tiles/input_tile_lat_42.37954_lon_-93.29907_2016-06-15.npy,260.116455078125,306.85064697265625,562.156982421875,448.931640625,3281.86572265625,2154.1494140625,1264.3594970703125,3027.60498046875,3002.757080078125,4.948802597937174e-05,298.53533935546875,295.1749267578125,0.20759493112564087,0.6708860993385315,0.0,0.0,0.0,0.11898734420537947,0.0,0.0025316455867141485,0.0,0.0,0.0,0.0,0.6749600905257906,5461.0,0.6538078944979449,0.9875000119209291
2225,3,0,-93.29907,42.384929891704715,2016-06-15,../data/tiles/input_tile_lat_42.37954_lon_-93.29907_2016-06-15.npy,246.49624633789062,288.2556457519531,529.6917114257811,384.52880859375,3484.932373046875,1964.140380859375,1057.7744140625,3015.14794921875,2991.348388671875,4.91821592731867e-05,298.5074462890625,295.1829528808594,0.15037593245506287,0.6992481350898743,0.0,0.0,0.0,0.1428571492433548,0.0,0.002506265649572015,0.0,0.002506265649572015,0.0,0.0,0.7309849386485971,12521.0,0.6538078944979449,0.9975000023841858
2230,3,0,-93.29907,42.37954000000001,2016-06-15,../data/tiles/input_tile_lat_42.37954_lon_-93.29907_2016-06-15.npy,212.6074981689453,246.63250732421875,459.0325012207031,311.2174987792969,3594.3701171875,1822.8824462890625,931.177490234375,3013.8974609375,2989.68505859375,4.8876601795200265e-05,298.47955322265625,295.1910400390625,0.002499999944120645,0.9700000286102296,0.0,0.0,0.0,0.027499999850988388,0.0,0.0,0.0,0.0,0.0,0.0,0.7784627803407228,8059.0,0.6538078944979449,1.0
2235,3,0,-93.29907,42.37415010829529,2016-06-15,../data/tiles/input_tile_lat_42.37954_lon_-93.29907_2016-06-15.npy,397.5650024414063,478.114990234375,753.8499755859375,766.7675170898438,3147.135009765625,2806.862548828125,1940.8349609375,3048.31494140625,3020.4326171875,4.857100429944694e-05,298.45166015625,295.19921875,0.0,0.32749998569488525,0.6725000143051147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4737825978091624,7035.0,0.6538078944979449,1.0
2238,3,0,-93.29907,42.36876021659057,2016-06-15,../data/tiles/input_tile_lat_42.37954_lon_-93.29907_2016-06-15.npy,447.0100402832031,546.2814331054689,844.5904541015625,908.2462158203124,2765.389404296875,3123.859375,2319.077880859375,3063.0,3034.43212890625,4.8265806981362396e-05,298.42376708984375,295.207275390625,0.0,0.08793970197439194,0.8542713522911072,0.0,0.0,0.057788945734500885,0.0,0.0,0.0,0.0,0.0,0.0,0.39519079052360345,5425.0,0.6538078944979449,0.9950000047683716
2265,2,2,-89.60699,40.52003,2016-06-15,../data/tiles/input_tile_lat_40.52003_lon_-89.60699_2016-06-15.npy,279.97567749023443,336.7621765136719,635.0999755859375,564.2053833007812,3633.5,2145.6728515625,1165.92431640625,3018.5,2995.73779296875,2.538576154620387e-05,306.84088134765625,297.0587158203125,0.045945946127176285,0.32972973585128784,0.14054054021835327,0.32972973585128784,0.0,0.02432432398200035,0.0,0.005405405536293984,0.0,0.12162162363529205,0.0,0.0,0.5036138126103192,7058.0,0.4939336572212452,0.9250000119209291
2629,0,3,-92.9810698917047,44.67025,2016-06-15,../data/tiles/input_tile_lat_44.67025_lon_-92.97568_2016-06-15.npy,319.9078674316406,349.3658447265625,627.7940673828125,412.2303466796875,4688.73974609375,2059.71533203125,984.2059326171876,2983.3740234375,2957.95654296875,5.2965522627346224e-05,294.4324035644531,293.5402526855469,0.2953929603099823,0.5121951103210449,0.002710027154535055,0.15718157589435575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.871854005567797,4276.0,0.646794711784228,0.9225000143051147
2722,3,1,-93.58473021659056,42.48734,2016-06-15,../data/tiles/input_tile_lat_42.48734_lon_-93.59551_2016-06-15.npy,378.96978759765625,443.7939453125,690.2417602539062,657.5933837890625,2743.5576171875,2498.972412109375,1848.8406982421875,3048.912109375,3016.66748046875,4.230995546095073e-05,296.1537170410156,295.14764404296875,0.030219780281186107,0.299450546503067,0.5604395866394043,0.0,0.0,0.09890110045671464,0.0,0.0027472528163343672,0.0,0.0027472528163343672,0.0054945056326687345,0.0,0.4241295451312059,3353.0,0.5283300663869538,0.9100000262260436
2803,3,3,-93.29907,42.525069783409435,2016-06-15,../data/tiles/input_tile_lat_42.51429_lon_-93.29907_2016-06-15.npy,285.80999755859375,347.80999755859375,617.8400268554688,549.0700073242189,3373.047607421875,2070.764892578125,1194.27001953125,3003.072509765625,2981.39990234375,5.980088462820277e-05,298.878173828125,294.9917907714844,0.2824999988079071,0.1574999988079071,0.07000000029802322,0.24250000715255735,0.0,0.1225000023841858,0.05000000074505806,0.0,0.017500000074505806,0.054999999701976776,0.0,0.0,0.6313376619801488,5938.0,0.593306918465106,1.0
2806,3,3,-93.29907,42.51967989170472,2016-06-15,../data/tiles/input_tile_lat_42.51429_lon_-93.29907_2016-06-15.npy,221.90499877929688,270.072509765625,520.1925048828125,408.6124877929688,3262.969970703125,1770.6175537109375,970.1400146484376,3003.27490234375,2980.449951171875,5.9302776207914576e-05,298.8755798339844,294.9988708496094,0.375,0.009999999776482582,0.009999999776482582,0.2874999940395355,0.0,0.07750000059604645,0.11249999701976776,0.06750000268220901,0.004999999888241291,0.022500000894069668,0.0,0.0,0.6212966895580697,4939.0,0.593306918465106,1.0
2809,3,3,-93.29907,42.51429,2016-06-15,../data/tiles/input_tile_lat_42.51429_lon_-93.29907_2016-06-15.npy,312.8244323730469,388.1501159667969,680.04833984375,648.1425170898438,3270.74560546875,2278.470703125,1470.1781005859375,3017.8701171875,2993.08154296875,5.880640310351737e-05,298.873046875,295.005859375,0.17557251453399658,0.025445291772484783,0.20865139365196228,0.2748091518878937,0.0,0.1653943955898285,0.050890583544969566,0.0,0.0,0.08651399612426758,0.012722645886242391,0.0,0.531793642821354,5738.0,0.593306918465106,0.9825000166893004
2812,3,3,-93.29907,42.508900108295286,2016-06-15,../data/tiles/input_tile_lat_42.51429_lon_-93.29907_2016-06-15.npy,348.3525085449219,413.0299987792969,679.3599853515625,643.2125244140625,2811.18994140625,2553.392578125,1865.33251953125,3039.342529296875,3012.52001953125,5.8306570281274623e-05,298.87042236328125,295.0130920410156,0.20000000298023224,0.13750000298023224,0.6200000047683716,0.004999999888241291,0.0,0.029999999329447743,0.0,0.0,0.002499999944120645,0.004999999888241291,0.0,0.0,0.5072590152375092,6215.0,0.593306918465106,1.0
